,trade_id,delivery_start,delivery_end,execution_time,price,quantity
224106,1673409135,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:02:35,-8.34,5.0
224107,1673409136,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:02:35,-8.34,20.0
224108,1673409137,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:02:35,-8.34,5.0
224109,1673409139,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:02:35,-8.34,3.0
224110,1673409138,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:02:35,-8.34,20.0
224117,1673410309,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:04:37,-8.01,0.3
224120,1673412110,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:07:32,-7.3,0.1
224121,1673414435,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:11:40,-7.3,0.1
224219,1673434309,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:19,-8.9,0.1
224220,1673434308,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:19,-8.9,4.9
224221,1673434307,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:19,-8.9,0.1
224222,1673434310,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:19,-8.9,5.0
224223,1673434312,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:20,-8.9,5.0
224224,1673434313,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:20,-8.9,5.0
224225,1673434315,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:20,-8.9,3.0
224226,1673434325,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:22,-9.5,0.5
224227,1673434333,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:23,-10.0,0.6
224228,1673434336,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T07:47:23,-10.0,1.3
224364,1673448169,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:07:35,-9.4,2.0
224365,1673448171,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:07:35,-7.0,1.3
224366,1673448170,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:07:35,-7.3,0.8
224371,1673448201,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:07:39,-10.91,5.0
224485,1673452411,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:15:03,-9.29,5.0
224572,1673461349,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:29:04,-8.79,5.0
224573,1673461350,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:29:04,-8.79,5.0
224588,1673464980,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.03,5.0
224589,1673464981,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.03,5.0
224590,1673464982,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.03,5.0
